Framework_ID,Framework_Name,Framework_Version,Publisher,Jurisdiction,Control_ID,Title,Description,Category,Subcategory,Control_Type,Implementation_Guidance,Last_Updated
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-09,Encryption & Key Management Control 9,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-10,Encryption & Key Management Control 10,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-11,Encryption & Key Management Control 11,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-12,Encryption & Key Management Control 12,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-13,Encryption & Key Management Control 13,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-14,Encryption & Key Management Control 14,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-ENC-15,Encryption & Key Management Control 15,Cloud security control for encryption & key management,Encryption & Key Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-01,Governance and Risk Management Control 1,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-02,Governance and Risk Management Control 2,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-03,Governance and Risk Management Control 3,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-04,Governance and Risk Management Control 4,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-05,Governance and Risk Management Control 5,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-06,Governance and Risk Management Control 6,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-07,Governance and Risk Management Control 7,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-GOV-08,Governance and Risk Management Control 8,Cloud security control for governance and risk management,Governance and Risk Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-01,Human Resources Control 1,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-02,Human Resources Control 2,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-03,Human Resources Control 3,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-04,Human Resources Control 4,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-05,Human Resources Control 5,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-06,Human Resources Control 6,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-07,Human Resources Control 7,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-08,Human Resources Control 8,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-HUM-09,Human Resources Control 9,Cloud security control for human resources,Human Resources,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-01,Identity & Access Management Control 1,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-02,Identity & Access Management Control 2,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-03,Identity & Access Management Control 3,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-04,Identity & Access Management Control 4,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-05,Identity & Access Management Control 5,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-06,Identity & Access Management Control 6,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-07,Identity & Access Management Control 7,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-08,Identity & Access Management Control 8,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-09,Identity & Access Management Control 9,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-IDE-10,Identity & Access Management Control 10,Cloud security control for identity & access management,Identity & Access Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-01,Infrastructure & Virtualization Security Control 1,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-02,Infrastructure & Virtualization Security Control 2,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-03,Infrastructure & Virtualization Security Control 3,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-04,Infrastructure & Virtualization Security Control 4,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-05,Infrastructure & Virtualization Security Control 5,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-06,Infrastructure & Virtualization Security Control 6,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-07,Infrastructure & Virtualization Security Control 7,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-08,Infrastructure & Virtualization Security Control 8,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-09,Infrastructure & Virtualization Security Control 9,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-10,Infrastructure & Virtualization Security Control 10,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INF-11,Infrastructure & Virtualization Security Control 11,Cloud security control for infrastructure & virtualization security,Infrastructure & Virtualization Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-01,Interoperability & Portability Control 1,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-02,Interoperability & Portability Control 2,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-03,Interoperability & Portability Control 3,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-04,Interoperability & Portability Control 4,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-05,Interoperability & Portability Control 5,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-06,Interoperability & Portability Control 6,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-07,Interoperability & Portability Control 7,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-08,Interoperability & Portability Control 8,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-09,Interoperability & Portability Control 9,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-10,Interoperability & Portability Control 10,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-11,Interoperability & Portability Control 11,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-INT-12,Interoperability & Portability Control 12,Cloud security control for interoperability & portability,Interoperability & Portability,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-01,Mobile Security Control 1,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-02,Mobile Security Control 2,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-03,Mobile Security Control 3,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-04,Mobile Security Control 4,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-05,Mobile Security Control 5,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-06,Mobile Security Control 6,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-07,Mobile Security Control 7,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-08,Mobile Security Control 8,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-09,Mobile Security Control 9,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-10,Mobile Security Control 10,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-11,Mobile Security Control 11,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-12,Mobile Security Control 12,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-MOB-13,Mobile Security Control 13,Cloud security control for mobile security,Mobile Security,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-01,"Security Incident Management, E-Discovery & Cloud Forensics Control 1","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-02,"Security Incident Management, E-Discovery & Cloud Forensics Control 2","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-03,"Security Incident Management, E-Discovery & Cloud Forensics Control 3","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-04,"Security Incident Management, E-Discovery & Cloud Forensics Control 4","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-05,"Security Incident Management, E-Discovery & Cloud Forensics Control 5","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-06,"Security Incident Management, E-Discovery & Cloud Forensics Control 6","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-07,"Security Incident Management, E-Discovery & Cloud Forensics Control 7","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-08,"Security Incident Management, E-Discovery & Cloud Forensics Control 8","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-09,"Security Incident Management, E-Discovery & Cloud Forensics Control 9","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-10,"Security Incident Management, E-Discovery & Cloud Forensics Control 10","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-11,"Security Incident Management, E-Discovery & Cloud Forensics Control 11","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-12,"Security Incident Management, E-Discovery & Cloud Forensics Control 12","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-13,"Security Incident Management, E-Discovery & Cloud Forensics Control 13","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SEC-14,"Security Incident Management, E-Discovery & Cloud Forensics Control 14","Cloud security control for security incident management, e-discovery & cloud forensics","Security Incident Management, E-Discovery & Cloud Forensics",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-01,"Supply Chain Management, Transparency and Accountability Control 1","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-02,"Supply Chain Management, Transparency and Accountability Control 2","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-03,"Supply Chain Management, Transparency and Accountability Control 3","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-04,"Supply Chain Management, Transparency and Accountability Control 4","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-05,"Supply Chain Management, Transparency and Accountability Control 5","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-06,"Supply Chain Management, Transparency and Accountability Control 6","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-07,"Supply Chain Management, Transparency and Accountability Control 7","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-08,"Supply Chain Management, Transparency and Accountability Control 8","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-09,"Supply Chain Management, Transparency and Accountability Control 9","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-10,"Supply Chain Management, Transparency and Accountability Control 10","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-11,"Supply Chain Management, Transparency and Accountability Control 11","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-12,"Supply Chain Management, Transparency and Accountability Control 12","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-13,"Supply Chain Management, Transparency and Accountability Control 13","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-14,"Supply Chain Management, Transparency and Accountability Control 14","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-SUP-15,"Supply Chain Management, Transparency and Accountability Control 15","Cloud security control for supply chain management, transparency and accountability","Supply Chain Management, Transparency and Accountability",,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-01,Threat and Vulnerability Management Control 1,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-02,Threat and Vulnerability Management Control 2,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-03,Threat and Vulnerability Management Control 3,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-04,Threat and Vulnerability Management Control 4,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-05,Threat and Vulnerability Management Control 5,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-06,Threat and Vulnerability Management Control 6,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-07,Threat and Vulnerability Management Control 7,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
ccm_v4,Cloud Controls Matrix v4.0,4.0,Cloud Security Alliance,Global,CCM-THR-08,Threat and Vulnerability Management Control 8,Cloud security control for threat and vulnerability management,Threat and Vulnerability Management,,preventive,,2025-08-13T22:03:48.529756
